0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.7213114754098361	4	 They have learned to speak the language of democracy , to win at the same time money and influence , and to ensure the independent organisations to defend their rights and privileges .	 They have learned to speak the language of democracy , to earn money and influence at the same time , and to enlist independent organizations to defend their rights and privileges .	4.666666666666667
0.5454545454545454	7	 The first interim results were announced on Saturday night on Sunday .	 The first interim results were to be announced during the night between Saturday and Sunday .	1.1666666666666667
0.7164179104477613	6	 The other side , however , there is a vast population of Iraqis without power , especially women widows , divorced or abandoned without anyone to bear them , they and their children .	 On the other side , however , there is a vast population of Iraqis without power , especially women widows , divorced or abandoned without anyone to take care of them and their children .	5.8
0.6363636363636364	10	 However , how the dinosaurs , they managed to become the dominant tétrapodes secondary to the era when ilsprovenaient collateral a relatively rare in the branch of the reptiles , is still a mystery .	 However , how the dinosaurs managed to become the dominant tetrapods of the Jurassic era when they belong to a relatively rare branch of cousins to the reptiles , is still a mystery .	1.75
0.380952380952381	9	 The budget of Paroubek claimed the argentaux pensions to holidays disease .	 The budget of Paroubek has removed money from the pensions and the sick leaves .	0.75
0.8253968253968254	5	 Although Max von Laue , Walter Friedrich and Paul knipping have discovered the diffraction of X-rays of the cristaux was Lawrence Bragg who discovered a way to exploit scientifically this discovery .	 Although Max von Laue , Walter Friedrich and Paul Knipping have discovered the diffraction of X-rays by crystals , it was Lawrence Bragg who discovered a way to exploit scientifically this discovery .	2.25
0.6753246753246753	10	 The inability of the Reserve to raise rates sooner and thereby giving a lesson in the European Central Bank : after a prolonged period of stability to unusually low interest rates , wait too long to raise rates to more normal levels and appropriate includes dangerous consequences .	 The inability of the Reserve to raise rates sooner teaches the European Central Bank a lesson : after a prolonged period of monetary stability with unusually low interest rates , waiting too long to raise rates to more normal and appropriate levels can have dangerous consequences .	3.7
0.6666666666666666	7	 boost a blow on its sales '' in the region '' would not be too !	 A boost to its sales `` in the regions '' would not be too much !	2.5
0.5176470588235295	10	 The close relations of elected representatives obtain the housing which they wish , the most comfortable and the best placed because their file is treated first and foremost during the committees of allocation '' confirms us a person used on a service HLM of suburb .	 The close relations of elected representatives get the housing they want , the most comfortable and in the best locations , because their file is given priority in the allocation committee sittings , '' we were told by an employee of a suburban HLM office .	1.5833333333333333
0.75	7	 The errors are starting with the withdrawal of dossards , which you have to go ahead .	 The errors begin with the withdrawal of the jersey numbers , which force you to go ahead .	1.6666666666666667
0.9615384615384615	5	 For the moment , the Lebanese parties have agreed not to leave the country to form the basis for threatening in any way the Syrian regime .	 For the moment , the Lebanese parties have agreed not to allow the country to act as a base for threatening in any way the Syrian regime .	1.5
0.6341463414634146	10	 At this stage , prices will probably unstable , because the enthusiasm for investment in the stone will collapse probably while the decline in price growth .	 At this stage , prices are likely to show unstable drop , because enthusiasm for investing in stone will probably collapse at the same time as the decline in price growth .	1.5384615384615385
1.0	3	 The government will ask the Senate to vote `` in the same . ''	 The government will ask the Senate to vote it `` in identical term . ''	1.5
0.7857142857142856	7	 Even if it is for a book for general public , would be needed a little more scientific foundations .	 Even if it is for a book for the general public , a little more scientific foundation is necessary .	2.0
0.65	10	 It has shades of Mickey , a form of heart Bouche , and a jacket with heads of mice -LRB- For Mickey -RRB- .	 She has Mickey Mouse glasses , a mouth in the shape of a heart , and a jacket with mouse heads -LRB- for Mickey -RRB- .	1.5384615384615385
0.6249999999999999	8	 everyone organises competitions in order to stimulate the inventiveness of entrepreneurs and developers , but how can seek out other , less motivated groups a priori ?	 Everyone organises competitions in order to stimulate the inventiveness of entrepreneurs and developers but how do you go and seek out other groups , a priori less motivated ?	3.0
0.8787878787878788	6	 When many companies offer their employees of pension benefits to long-term fixed , the government has no interest in establishing a parallel system of fixed retirement benefits and to ask employees to participate .	 When many companies offer their employees of pension with fixed long-term benefits , the government has no interest in establishing a parallel retirement system with fixed benefits and to ask employees to participate .	3.4
0.6206896551724137	2	 After his divorce , then the death of Diana , Charles remarries with Camilla Parker-Bowles in 2005 .	 After his divorce , then the death of Diana , Charles married again with Camilla Parker-Bowles in 2005 .	0.0
0.29411764705882354	10	 During the only annà the 2003 , about 40,000 dà in mocrates social quittà in their party , a hà in morragie without prà cà in the tooth .	 Over the course of the single year 2003 , about 40,000 Social Democrats left their party , a hemorrhage without precedent .	1.5
0.23529411764705882	10	 Paris , historical analysis of the morning meeting historic morning meeting	 Analyzes Paris Historique of the meeting Historical Morning Meeting Morning Meeting	1.1111111111111112
0.7368421052631579	10	 The rest , `` with climate change , we must rethink our vision of the North , '' he said in speaking of the Northwest Passage , which is open year-round because of the melting of the ice .	 Furthermore , `` with climate change , we must rethink our vision of the North , '' he said when speaking about the North-West Passage , which will be open all year round because of the melting of the ice .	3.5555555555555554
1.0	4	 and tries to find the foreseen in the century .	 And try to find the idea of the century .	2.0
0.9502762430939227	10	 I know many people that it disappoints and criticise the wise and unconventional nature of this format , who wonder if this is not to misuse of his freedom to mimic the actions of those who are forced to specific forms or a tone , a bit like we can criticize the bloggers who employ the journalistic language or the amateur videographers using Hollywood tics , while journalists from the press or the Hollywood directors would like sometimes escape the trade laws that impose some literary , artistic or moral compromise .	 I know many people that it disappoints and criticize the tame and unconventional nature of this format , who wonder if this is not a misuse of its freedom to mimic the actions of those who are forced to use specific formats or a tone , a bit like we can criticize the bloggers who employ the journalistic language or the amateur videographers using Hollywood tricks , while journalists from the press or the Hollywood directors would like sometimes like to escape from trade laws that impose some literary , artistic or moral compromise .	8.0
0.8275862068965517	10	 It will get a detailed map the route of the next step for the high-speed network .	 That will permit him to get a detailed map of the route for the next planned stage of the TGV network .	1.6666666666666667
1.0	2	 Zadig , Micromegas and I are made of dread .	 Zadig , Micromegas and I are filled with dread .	1.0
0.4444444444444444	8	 Because when his partner is jealous , unbearable , it is not every day just to live .	 Because when your partner is jealous , unbearable , it is not easy to put up with every day .	2.0
0.45901639344262296	10	 For a good preparation for this trip , I have to provide a plan for each person in the city centre and a mini guide Amsterdam Please speak graciously these documents 5 copies ?	 In order to prepare this trip as well as possible , I have to provide each person with a map of downtown Amsterdam and a mini guide . Could you please send me five copies of these documents free of charge ?	1.3793103448275863
0.9032258064516129	5	 The jobs , in particular , would help young people to build new lives in jobs .	 Jobs , in particular , would help young people to build new lives through real employment .	3.75
0.6904761904761905	10	 It is made up the ground floor surfaces : - a kitchen equipped with washing dishes , micro wave oven , cooking plates - a living room with two couches that click clac , a TV with digital TV decoder - a bathroom with tub and toilet .	 It is made up of the first floor : - a kitchen equipped with a dishwasher , microwave , oven , hobs - a living room with two couches one of them being a sofabed , a TV with digital TV decoder - a bathroom with a bath and toilet .	2.75
0.7037037037037037	2	 On the scale of its province , the government of Alberta supports the opinion that the exploitation of bituminous sands `` should '' be developed more .	 On the scale of its province , the government of Alberta supports the opinion that the exploitation of bituminous sands `` should '' be further developed .	1.0
0.962962962962963	3	 their role is to make the link between citizens seeking information and Cada 's .	 Their role is to make the link between citizens seeking information and CADA .	6.5
0.7368421052631579	9	 The architectural conception of former and vast certain wooden buildings , with their sloping roofs , is representative of a model adapted for a life comfortable tropic and demonstrate the French influence and the British colonial inheritance .	 The architectural design of some old , vast wooden buildings , with their sloping roofs , is representative of a model adapted for a comfortable tropical life and demonstrates the French influence and the British colonial inheritance .	3.25
0.5294117647058822	10	 Between September 20th and 22nd , 2010 , Google organized an entitled conference `` Internet Liberty on 2010 '' in Budapest , by inviting the activists , the bloggers , NGO , the researchers , the governments and the representatives of companies .	 Between September 20th and 22nd , 2010 , Google organized a conference entitled `` Internet Liberty 2010 '' in Budapest , inviting activists , bloggers , NGOs , researchers , governments and company representatives .	2.5833333333333335
0.8266666666666665	8	 The pay of December will be small , except for the staff of direction with the infamous premiums functions and objectives , deplored the UFAP / UNSA , for whom `` the budgetary constraints have good back '' .	 The pay of December will be small , except for the staff of direction receiving the famous functions and objectives premiums , deplored the UFAP / UNSA , for whom `` the budgetary constraints are easy to blame '' .	3.142857142857143
0.43478260869565216	10	 In sport , too , East Europeans are included for long in the rest of Europe .	 In sports too , eastern Europeans have for a long time been included with the rest of Europe .	1.3333333333333333
0.8000000000000002	3	 Not surprisingly , the headquarters of Republican and Democratic campaign have declared their own victory in this duel television would have been followed by a third of American families .	 Not surprisingly , the headquarters of Republican and Democratic campaigns have declared their own victory in this televisiual duel which would have been followed by a third of American families .	4.5
0.35294117647058826	8	 I would always that I supported the dollar .	 I always said that I supported the policy of the `` balanced dollar . ''	1.8571428571428572
0.4444444444444444	3	 All eyes are trained in Syria since the assassination of former Lebanese Prime Minister Rafik Hariri .	 All eyes are on Syria since the assassination of former Lebanese Prime Minister , Rafik Hariri .	5.5
0.6470588235294118	4	 There is only to see the number of respectable citizens of Turkish origin living in Germany .	 One should only look at the number of respectable citizens of Turkish origin living in Germany .	1.3333333333333333
0.7142857142857143	9	 A censorship which believes the solidarity between Algerians and Tunisians , which fight finally for the same thing : more freedom .	 A censorship which increases the solidarity between Algerians and Tunisians , who , in the end , are fighting for the same thing : more freedom .	1.5
0.7741935483870968	7	 Tipper trucks transport bituminous sands in a unity of separation where they are mixed with some warm water .	 Tipper trucks transport the bituminous sands to a separation unit where they are mixed with hot water .	2.1666666666666665
0.6	5	 You won the jackpot with a 136 kgs etsat we welcome .	 You won the jackpot with a catch of 136 kgs and we congratulate you .	1.5
0.9375	1	 Without any basis for independent thinking , this is a climate of fear that unfolds .	 Without any basis for independent thinking , it is a climate of fear that unfolds .	0.0
0.5573770491803278	10	 Secondly , the Labour Party has proved its bankruptcy , since his only option was a leader Shimon Peres aged 82 years , and that his anachronistic optimism of Dove was ridiculed .	 Secondly , the Labour Party has proved its bankruptcy , since its only viable leader was Shimon Peres , aged 82 years , and that his anachronistic optimism for the dove has become ridiculous .	1.8181818181818181
0.6551724137931035	10	 Never approach a horse from behind , you could surprise him and his reaction would be to kick you or to crowd , thus to take your precautions by approaching him .	 Never approach a horse from behind ; you could surprise it and its reaction would be to kick you or to push you , so be careful when approaching it .	2.1818181818181817
1.0	3	 Of course , the simple common sense can achieve the same conclusions .	 Of course , common sense can reach the same conclusions .	2.5
1.0	2	 America must instead use the international coalition to deal with these threats and these common challenges .	 America must instead use international coalitions to deal with these threats and these common challenges .	2.0
0.8837209302325582	6	 As we have already said , they can also be associated with very strong or fever , in situations of stress or become agitated .	 As we already said before , they can also be associated with very strong fever , with situations of stress or overexcitement .	4.2
1.0	3	 Yes , the Argentine government has made significant errors , its politicians have sinned against the gods of the economy .	 Yes , the Argentine government has made serious mistakes , its politicians have sinned against the gods of the cash economy .	6.0
0.6538461538461539	9	 Germany , in particular , argues that the high rate of unemployment resulting from the reunification in 1990 he needed to close its labour market to new États-membres .	 Germany , in particular , argues that the high unemployment rate resulting from the reunification in 1990 forces it to close its labor market to the new eastern member-states .	2.375
0.7586206896551724	5	 À this point , sceptics little charitable gloussent that we have the media that we deserve .	 At this point , uncharitable skeptics chuckle that we have the media that we deserve .	1.75
0.6818181818181819	10	 Pulling Lionel Jospin to resume too the crédo of '' the zero impunity '' , also regretting a '' drift of the permissiveness '' .	 Causing Lionel Jospin to join in taking up the credo of `` zero impunity '' , also regretting a `` drift of permissiveness '' .	2.3333333333333335
0.6050420168067226	10	 When , in the darkness of his house , it expects the sleep , which happens all too rarely and far too late , it often can not distinguish if it is being stirred or dream already , if the images that it sees , faces grimaçants or the girl with sanguinolentes cuts on the arms and legs before his eyes open or closed .	 When , in the darkness of her room , she awaits sleep , which happens too rarely and far too late , she often can not distinguish if she is awake or already dreaming , if the images she sees , grinning faces or the girl with bloody cuts on her arms and her legs are in front of her open or closed eyes .	2.5416666666666665
0.8135593220338982	10	 the aid must focus on social housing for residents , and hotels for tourists , and not an umpteenth tax exemption on the profits of the wealthiest directly to exclude all others .	 Assistance must focus on social housing for residents and hotels for tourists , not an umpteenth tax exemption to the benefit of the wealthiest , which has the direct effect of excluding all others .	2.3846153846153846
0.8828828828828829	10	 On 16 December , Orhan Pamuk , a famous authors Turks , will face a court in Istanbul . It should respond to accusations of `` insult to the national identity '' to be voted in favour of an open discussion on the genocide by the Turks to 1.5 million Armenians in 1915 and 1916 .	 On 16 December , Orhan Pamuk , one of the most famous Turkish authors , will face a court in Istanbul . He must respond to accusations of `` insult to the national identity , '' in order to be voted in favour of an open discussion on the genocide by the Turks to 1.5 million Armenians in 1915 and 1916 .	3.0
0.9599999999999999	5	 The tertiary sector is the most important sector of the New Zealand economy -LRB- 68,8 % of the GDP -RRB- , followed by the secondary sector -LRB- 26,9 % -RRB- and of the primary sector -LRB- 4,3 % -RRB- .	 The tertiary sector is the most important sector of the New Zealand economy -LRB- 68.8 % of GDP -RRB- , followed by the secondary sector -LRB- 26.9 % -RRB- and the primary sector -LRB- 4.3 % -RRB- .	5.5
1.0	1	 Until now , physicists could not explain this .	 Until now , physicians could not explain this .	0.0
0.8444444444444444	2	 The head of the party which has been demoted by David Cameron to have complained that members of parliament had `` maintained , '' has increased its loan of 75 000 GBP to build an extension in Oak to its second home in Rutland .	 The head of the party which has been demoted by David Cameron for having complained that members of parliament had `` maintained , '' has increased its loan of 75 000 GBP to build an extension in Oak to its second home in Rutland .	1.0
0.9600000000000001	4	 In many countries , Schroeder is easily accused the offence of conflict of interest .	 In many countries , Schroeder would be easily accused of conflict of interest .	1.3333333333333333
0.7368421052631577	8	 The evening of the prizes are presented by Coldplay , with this year , a limited selection in four categories .	 The award ceremony night is presented by Coldplay , with this year , a selection limited to four categories .	2.2857142857142856
0.8163265306122449	6	 and , of course , there is the possibility to move from one place to another to unite its forces to other protesters and cause damage .	 And , of course , there is the possibility of moving from one place to another to join forces with other protesters and cause damage .	4.0
0.8125000000000001	10	 It seemed right and , for some time , some politicians and investors little to the situation themselves harbor .	 It seemed right , and for some time certain politicians and investors who were not up to date on the situation allowed themselves to be convinced .	1.6923076923076923
0.875	4	 Instead , they are trying to do their utmost to a potential competitor may appear .	 Instead , they are trying to do their utmost so that a potential competitor shall not appear .	1.6666666666666667
0.20512820512820512	10	 Do you still eat breakfast -LRB- el Reconcito ? -RRB- and the Saturday night are you going to dinner steak WWF 's ?	 Do you still have lunch at -LRB- El Reconcito ? -RRB- and on Saturday night are you still going to the WWF steak dinner ?	2.0
0.8672566371681416	4	 The US Treasury Secretary Henry Paulson , said in commenting on the results of the compromise that the programme will work and will be effective , however other measures still need to be implemented . According to Pelosi , it is not here , the rescue of Wall Street , but to turn the workings of the economy in another direction .	 The US Treasury Secretary Henry Paulson , said in commenting on the results of the compromise that the programme will work and will be effective , however other measures still need to be implemented . According to Pelosi , it is not question here , of the the rescue of Wall Street , but to turn the workings of the economy in the another direction .	6.666666666666667
1.0	3	 Suppose that this country is able to send millions of its citizens to work across the border , receives a huge volume of foreign investment and is fully integrated into the international production chains .	 Suppose that more countries are able to send millions of its citizens to work across the border , receives a huge volume of foreign investment and is fully integrated into the international production chains .	1.0
0.8780487804878048	7	 The Committee has cleared the last month in charge of breach of rules , after an investigation into its spending .	 The Committee has cleared him last month of the charge of infringement of rules , after an investigation of his spendings .	2.5
0.5454545454545454	6	 This summer , I left 1 month for Brittany .	 This summer , I went to Brittany for 1 month . .	0.8
0.8387096774193549	10	 Not later than the last year appeared on the Reunion island the virus Chikungunya which , following the example of the West Nile virus , is passed on by an insect in the blood .	 Just last year the Chikungunya virus appeared on Renuion Island which , following the example of the West Nile virus , is passed on by an insect in the blood .	1.3
0.5490196078431373	10	 Our outrage is huge because we do not see that there are fun to attack free of charge a small animal defenceless , moreover , was in leaves .	 Our indignation is huge because we do not see what is fun in gratuitously attacking a small defenceless animal which , moreover , was on leash .	2.1666666666666665
0.7333333333333333	5	 Florian was the biggest player of the French team during the world cup 2015 .	 Florian was the best player in the French team during the 2015 World Cup .	2.5
0.8846153846153846	4	 the Government is also working circumscribe the use of the term '' unlimited '' by operators , in order to protect consumers against certain abuses .	 The government is also working to circumscribe the use of the term `` unlimited '' by operators , in order to protect consumers against certain abuses .	3.6666666666666665
1.0	3	 Its mission is to prevent the marriages in the village .	 Her mission is to prevent weddings in the village .	3.0
0.7826086956521738	6	 It will be awarded has also afterwards for the day worked on 28 November .	 It will also be awarded afterwards for the workday of 28 November .	1.8
0.625	10	 This situation is also true in non-EU countries , such as Brazilian President Luis Inacio recently cheered , `` Lula '' da Silva , without speaking to the South Korean President Roh Moo-hyun , called a referendum to halt the decline in popularity .	 This situation is also true in non-European countries , as with , for example , the recently acclaimed Brazilian President Luis Inacio `` Lula '' da Silva , not to mention South Korean President Roh Moo-hyun , the latter having called for a referendum to halt the decline in his popularity .	2.75
0.9714285714285714	6	 In 1936 , he became under-secretary to physical education of the Popular Front government of Léon Blum .	 In 1936 , he became under-secretary in the Ministry of Physical Education in the Popular Front government of Léon Blum .	1.2
1.0	6	 And before the increase in February , the price in the milk of Jersey had been changed for the last time , in 2002 .	 Before the increase of February , the wholesale price of the milk from Jersey had been changed for the last time , in 2002 .	2.4
1.0	1	 And finally , I love Japan .	 And lastly , I love Japan .	0.0
0.9090909090909091	8	 in analyzing the clichÃ © s most appreciated , they have developed 56 criteria for content analysis of images likely to be back-translated into mathematical algorithms .	 By analyzing the most appreciated shots , they have developed 56 criteria for content analysis of images that can be converted into mathematical algorithms .	3.142857142857143
1.0	1	 Klaus also criticises the budget .	 Klaus also criticizes the budget .	0.0
0.5066666666666666	10	 the real reason agreements simply wishes to their high commercial value '' say Karim Dahou , responsible for prospective for the NGO Enda Tiers-Monde and Moustapha Deme , a member of the Centre de recherches ocÃ © anographiques Dakar - Thiaroye .	 The real reason for the agreements lies simply in their high commercial value '' say Karim Dahou , responsible for future projections for the NGO Enda Tiers-Monde , and Moustapha Deme , a member of the Center for Oceanographic Research at Dakar-Thiaroye .	2.3529411764705883
0.6326530612244898	10	 On Wednesday , 1 October 2008 will be included in the history of pražský dopravní podnik -LRB- the agency pragoise transport -RRB- as the date on which will set up in the metro and trams and buses , the first passenger , who , instead of having a ticket on paper , will have in their pocket an electronic coupon .	 Wednesday , October 1st 2008 will go down in the history of Pražský Dopravní Podnik -LRB- the Prague transport agency -RRB- as the date on which , in the metro and trams and buses , the first passenger will get on who , instead of having a paper ticket , will have in his pocket an electronic coupon .	2.75
0.9500000000000001	8	 It is directly involved in the American hostages in Iran , though it really does not know at what point .	 He is directly involved in the taking of American hostages in Iran , though we really do n't know to what extent .	2.7142857142857144
0.8461538461538461	7	 To go out of this impasse , he thus suggests in Quebec to give a special mandate to the auditor general so that he investigates into the collusion and the corruption .	 To get out of this impasse , he thus suggests Quebec gives a special mandate to the auditor general so that he investigates collusion and corruption .	4.666666666666667
0.7605633802816902	6	 Is it necessary , as proposes it Tim Davies , to work on common interfaces which facilitate the access to the data on behalf of non-specialists , without influencing too much the possible interpretation of these data ?	 Is it necessary , as proposed by Tim Davies , to work on common interfaces , which facilitate the access to the data by non-specialists , without influencing too much the possible interpretation of these data ?	3.8
0.7692307692307692	10	 At first WMFR does not publish the projects directly on Wikipedia but we give to the community of the free contents which the contributors can integrate as they want .	 To begin with , WMFR does not publish the projects directly on Wikipedia but we make available to the community free content which the contributors can include as they want .	2.7777777777777777
0.8947368421052632	10	 But how we can check that it feels the same thing when he behaves the way that we ?	 But how can anyone really check whether it is feeling the same thing when it behaves the same way we do ? -LRB- `` it '' = un animal -RRB-	1.588235294117647
1.0	2	 It is the 16th president of the United States .	 He was the 16th president of the United States .	1.0
0.9142857142857143	9	 They need the courage to parliamentary majorities often insecure on the road to popularity with the ups and downs .	 They need courage to lead often precarious parliamentary majorities on the road to popularity which has its ups and downs .	1.625
0.9333333333333333	1	 New Zealand was chosen as the host country rather in Japan and South Africa .	 New Zealand was chosen as the host country rather than Japan and South Africa .	0.0
0.8205128205128205	10	 The trick can last a few years , but the budget deficits and mounting public debt needed sooner than a change of policy .	 This strategy may take a few years , but emerging budget deficits and growing public debt impose a painful policy .	2.1
0.5573770491803278	8	 The council must be made explicit responsible for `` security man '' and its protection , in addition to his current role of safeguarding of more traditional notions of international security .	 The council must be explicitly accountable for the `` security of mankind '' and protection , in addition to its current role of safeguarding of more traditional notions of international security .	2.142857142857143
1.0	4	 They are acting according to clear rules , sacred .	 They act according to clear , sacred rules .	2.6666666666666665
0.8641975308641976	10	 The presentation of the first edition of `` Diary of a renowned poet recently married '' in the church , St. stephen ' is in New York , where Juan Ramón Jiménez was married with Zenobia in March , 1916 , is part of activities planned by the Ministry of Culture of Andalusia , to celebrate the `` triennat Zenobia and Juan Ramón ' -LRB- 2006-2008 -RRB- , held to commemorate the 50th anniversary of the concession of the Nobel Prize for literature and their deaths .	 The presentation of the first illustrated edition of `` Diary of a Recently Married Poet '' in the church of St. Stephen ' in New York , where Juan Ramón Jiménez was married to Zenobia in March , 1916 , is part of activities planned by the Ministry of Culture of Andalusia , to celebrate the `` triennium of Zenobia and Juan Ramón ' -LRB- 2006-2008 -RRB- , held to commemorate the 50th anniversary of the concession of the Nobel Prize for literature and their deaths .	5.4
0.6470588235294118	7	 The pace was not very supported during the meeting where the attackers have struggled to speak .	 The pace was not well maintained during this meeting where the attackers had difficulty expressing themselves .	1.8333333333333333
0.4545454545454546	3	 Reply me soon I love you my darling I lost so much ...	 Reply to me soon I love you my darling I miss you so much ...	4.5
0.7000000000000001	7	 Above , in a red banner , the sentence that the slogan of the October 1917 Revolution : `` All the power in the Soviet mindset . ''	 Above , in a red banner , there is the sentence that became the slogan of the October 1917 Revolution : `` All power to the Soviets . ''	3.0
0.5185185185185185	10	 It is that the study `` fertility and career women in Spain , '' carried out by the CSIC in collaboration with the Instituto the Mujer .	 This is what was shown by the `` Fertility and Careers of Women in Spain '' study carried out by the CSIC in collaboration with the Instituto de la Mujer -LRB- Woman 's Institute -RRB- .	1.8888888888888888
0.9302325581395349	6	 You are not even forced to too much attention to music formats that the mobile or the reader is able to read .	 You do not even have to pay too much attention to the music file extensions that the mobile or the reader is able to read .	2.4
0.6333333333333333	6	 the feeling of a nice round pebble STOCK in your hand in memory of a weekend in love with the woman of your life ... is that this may be digitalised ?	 The feeling of a nice round pebble rolling in your hand in memory of a weekend in love with the woman of your life ... can that be digitised ?	6.0
0.7659574468085107	8	 The US flag , dubbed Stars and strippes is composed of 13 red and white horizontal bands and a rectangle of blue dotted with small white stars .	 The US flag , dubbed the Stars and Stripes , is made up of 13 red and white horizontal bands and a blue rectangle dotted with small white stars .	2.2857142857142856
0.9375	8	 On Sunday Gebrselassie , preceded by four Kenyans , recorded a time of 1 : 02 : 04 . during road .	 On Sunday Gebrselassie , preceded by four Kenyans , recorded a time of 1:02:04 halfway .	1.0
0.9795918367346939	3	 This promising development is compromised by an electoral nationalism fevered that seeks to win votes by promising to reopen old wounds and settle old scores .	 This promising development is compromised by a heated electoral nationalism that seeks to win votes by promising to reopen old wounds and settle old scores .	1.5
0.8771929824561403	8	 Of course , this result has required the approval of new tax increases , which has lost his re-election to George Bush Sr. and resulted in the polarized in the 1990s .	 Of course , this result required the approval of new tax increases , which cost her re-election to George Bush Sr. and led to the polarized politics of the 1990s .	3.2857142857142856
0.8363636363636363	10	 Its problems dating back to the communist era , when the Solidarity trade union has become the main opposition Movement for the Communists , while the unions are generally left .	 Its problems date back to the communist era , when the Solidarity trade union became the main movement of opposition against the communists , during the time that unions are generally left .	2.6
0.4897959183673469	7	 In defending their values and their safety , Americans are fighting to defend the world , particularly the Western world , new threats dark .	 In defending their values and their security , Americans strive rather to defend the world , most particularly the Western world , from new dark threats .	2.8333333333333335
0.6829268292682926	10	 The Bush administration seems to recognize what it did ; as the arc of Shia amounts in the east of the Muslim world Arabic , the États-unis trying to consolidate their protection of the arc -- the Sunni Égypte , Jordan and Saudi Arabia -- in the West region .	 The Bush administration seems to recognize what it had done , as the Shiite arc rises in the east of the Arab Muslim world , the United States is trying to strengthen its protection of the Sunni arc - Egypt , Jordan and Saudi Arabia - in the west of the region .	2.0
0.7741935483870968	7	 The lower taxes and higher costs , expand the deficit in the budget , but with a healthy and effective .	 The lower income taxes and higher costs , expand the budget deficit , but in a healthy and effective way .	3.1666666666666665
0.7450980392156863	10	 Madam , Sir , further to your demand , we send you attached , in duplicate , the estimate of roof works , concerning your property .	 Dear Madam or Sir , further to your request , please find enclosed , in duplicate , the estimate for the roof work , concerning your property .	2.3333333333333335
1.0	2	 discover that they are much less likely than in other surveys .	 We discover that they are much less numerous than in other surveys .	6.0
1.0	8	 The Nobel prize for the economy has been attributed to the American Paul Krugman for his research on the models of trade and the location of economic activity .	 The Nobel Prize for Economy has been given to American Paul Krugman for his research on models of trade and the locations of economic activities .	3.5714285714285716
0.6571428571428571	7	 The term refers to social media websites for their members to establish or integrate networks of friends or professional knowledge and participate in the life of these networks through the provision of tools and interfaces , communication and interaction .	 The term social media refers to websites enabling for their members to set up or integrate networks of friends or business contacts and take part in the life of these networks through the provision of tools and interfaces , communication and interaction .	2.6666666666666665
0.28571428571428575	6	 But all the long dictatorship is not complete in disintegration and chaos .	 But not all long dictatorships end up in disintegration and chaos .	1.2
0.65	5	 keep the words '' mobile Internet '' or '' 3G internet '' and post more clearly the exclusions practised .	 To keep the terms `` mobile Internet '' or `` 3G Internet '' and post more clearly the exclusions practised .	2.5
0.9369369369369368	8	 For a long time , they have complained about the unfairness of these rules , especially in this period , the United Kingdom was one of the poorest members . It is in 1984 that the conservative government of Margaret Thatcher demanded and got a massive rebate on the British net contribution to the EU budget .	 For a long time , they have complained about the unfairness of these rules , especially since at that time , the United Kingdom was one of the poorest members . It is in 1984 that the conservative government of Margaret Thatcher demanded and obtained a massive rebate on the net contribution of Britain to the EU budget .	5.428571428571429
0.9230769230769231	4	 This argument is strange because it takes the economic situation in range .	 This argument is strange because it takes the economic situation the wrong way around .	0.3333333333333333
0.6923076923076923	8	 joined on the channel DRI dedicated to the operation , '' mama '' asserts that the operation began long ago , without giving more details .	 Contacted on the IRC channel dedicated to the operation , `` mama '' confirmed that the operation began a long time ago without giving more details .	2.857142857142857
1.0	1	 `` Because it fascinates me , what '	 `` Because it fascinates me , what ''	0.0
0.7555555555555556	5	 In the country 's constitution in 1978 , China 's one-child policy is undoubtedly the most controversial requirement introduced by the communist government .	 Written in the country 's constitution in 1978 , China 's one-child policy is to this day undoubtedly the most controversial requirement introduced by the communist government .	4.0
1.0	3	 It is therefore linked to the security of information .	 It is therefore linked to information security .	1.5
0.41860465116279066	10	 Cooperation in question , is a deliberate enabled by the US Commission on the energy needed to give rise to a marine energy in Alaska .	 The cooperation in question concerns the obtaining of a permit from the US Energy Commission for the energy needed to set up a project of marine energy exploitation in Alaska .	1.6875
0.9655172413793104	5	 Thank you in advance for your attention and I hope soon to have your new .	 Thank you in advance for your attention and I hope to have news from you soon .	1.0
1.0	3	 The mixed sangs often makes magnificent children .	 Mixed blood often makes magnificent children .	1.0
0.9393939393939394	6	 The Secretary of State William Sevard formally declares that the 13th amendment is included in the constitution : `` Neither slavery , nor any other form of involuntary servitude can not exist . ''	 The Secretary of State William Sevard formally declared that the 13th amendment would be included in the constitution : `` Slavery , or any other form of involuntary servitude can not exist . ''	3.0
0.75	10	 In conclusion neglected not English can become our bread of life .	 To conclude , English should not be neglected as it can become our bread and butter .	1.0
0.9629629629629629	5	 Even the foundation of a ` state quick to act '' , which is the aim of the operation , does not seem to be very real .	 Even the foundation of a `` quick to act state '' , which is the basic goal of the operation , does not seem to be very real .	2.75
0.7619047619047619	5	 2 751 persons who were inside and near tours were killed , including 157 passengers and crew members aboard both planes .	 2,751 people who were inside and near the towers were killed , including 157 passengers and crew members aboard both planes .	2.0
0.6153846153846153	10	 In December , she considers Duffy as being `` The Sound of on 2008 '' -LRB- the sound of 2008 -RRB- , in comparison to the other feminine artists .	 In December , she considered Duffy as being `` The Sound of 2008 '' , compared with other feminine artists .	1.9090909090909092
